isbn;title;pages;category;author;publisher
1558538313;"Life'S Little Instructions From The Bible";160;Philosophy;h. jackson brown;Rutledge Hill Press
1558538313;"Life'S Little Instructions From The Bible";160;Philosophy;rosemary brown;Rutledge Hill Press
0380815931;In The Beginning...Was The Command Line;160;Computers;neal stephenson;Perennial
1558533109;The Little Book Of Christmas Joys;160;Religion;h. jackson brown;Rutledge Hill Press
1558533109;The Little Book Of Christmas Joys;160;Religion;rosemary brown;Rutledge Hill Press
1558533109;The Little Book Of Christmas Joys;160;Religion;kathy peel;Rutledge Hill Press
0684862743;George Bush, Dark Prince Of Love;160;Fiction;lydia millet;Touchstone
0789714833;10 Minute Guide To Pc Computing;160;Computers;"shelley o'hara";Que
1558531025;"Life'S Little Instruction Book";160;Conduct Of Life;h. jackson brown;Thomas Nelson
1558531564;Live And Learn And Pass It On;160;Developmental Psychology;h. jackson brown;Thomas Nelson
077109969X;The Lost Salt Gift Of Blood;160;Fiction;alistair macleod;New Canadian Library
1402718373;Cracking The Da Vinci Code;160;Religion;simon cox;Sterling
0192891189;Aristotle The Philosopher;160;Philosophy;j. l. ackrill;Oxford University Press
0060906111;Guide For The Perplexed;160;Philosophy;e. f. schumacher;Perennial
0836204255;The Far Side Gallery 5;160;Humor;gary larson;Andrews Mcmeel Publishing
2253150185;Le Livre Du Voyage;160;Fiction;bernard werber;Livre De Poche
0816739161;The Blossom Angel;160;Angels;suzanne weyn;Troll Communications
0689824750;Among The Hidden;160;Juvenile Fiction;margaret peterson haddix;Aladdin
0810106620;Art And Anarchy;160;Philosophy;edgar wind;Northwestern University Press
0140061401;"July'S People";160;Fiction;nadine gordimer;Penguin Books
1593150008;Pessimisms;160;Humor;eric marcus;Cds Books
0451522907;Flatland;160;Fourth Dimension;edwin a. abbott;Signet Classics
0140442758;Phaedrus;160;Philosophy;plato;Penguin Books
0590298372;Maggie;160;Juvenile Fiction;ann m. martin;Scholastic
0345422813;Brave Dames And Wimpettes;159;Philosophy;susan isaacs kohl;Ballantine Books
0943233437;Random Acts Of Kindness;159;Kindness;conari press;Conari Press
0811201031;The Way Of Chuang Tzu;159;Philosophy;zhuangzi;New Directions Publishing Corporation
0671680110;Little Birds;159;Fiction;anaïs nin;Pocket
0385472579;Zen Speaks;159;Philosophy;zhizhong cai;Anchor
0385472579;Zen Speaks;159;Philosophy;brian bruya;Anchor
0590997289;The Alien;159;Juvenile Fiction;k. a. applegate;Scholastic
3552049029;Woran Glaubt, Wer Nicht Glaubt?;158;Philosophy And Religion;carlo maria martini;Zsolnay
0553296345;Zen In The Art Of Writing;158;Disciplines;ray bradbury;Bantam Books
0553296345;Zen In The Art Of Writing;158;Language Arts;ray bradbury;Bantam Books
0850309859;Understanding The I Ching;158;Philosophy;tom riseman;Thorsons Publishers
155778194X;Women History Philosophy;158;Philosophy;nancy tuana;Paragon House Publishers
0140067477;The Tao Of Pooh;158;Humor;benjamin hoff;Penguin Books
0201403803;Data Mining;158;Computers;pieter adriaans;Addison-Wesley Pub Co
0752853694;The Unadulterated Cat;157;Cats;terry pratchett;Orion
0752853694;The Unadulterated Cat;157;Cats;gray jolliffe;Orion
0590629794;The Encounter;157;Juvenile Fiction;k. a. applegate;Scholastic
0375507817;The Wisdom Of Big Bird (And The Dark Genius Of Oscar The Grouch);156;Autobiography;caroll spinney;Villard Books
0375507817;The Wisdom Of Big Bird (And The Dark Genius Of Oscar The Grouch);156;Biography;caroll spinney;Villard Books
0872206335;Five Dialogues;156;Philosophy;plato;Hackett Publishing Company
8420639567;El Principe;156;Philosophy;niccolò machiavelli;Alianza
0590762575;The Suspicion;155;Juvenile Fiction;k. a. applegate;Scholastic
0393035891;Hula;155;Fiction;lisa shea;W.W. Norton  Company
0671730568;The Nutcracker Ballet Mystery;154;Juvenile Fiction;carolyn keene;Aladdin
0590629824;The Capture;154;Juvenile Fiction;k. a. applegate;Scholastic
1580082211;"Bears' Guide To The Best Computer Degrees By Distance Learning";153;Computers;john bear;Ten Speed Press
0192853740;Indian Philosophy: A Very Short Introduction;153;Philosophy;sue hamilton;Oxford University Press
1562762753;The History Of Computers;153;Computers;les freed;Macmillan Computer Pub
1562762753;The History Of Computers;153;Computers;sarah ishida;Macmillan Computer Pub
0440407079;Blubber;153;Juvenile Fiction;judy blume;Yearling
0553272543;The Ballad Of The Sad Café And Other Stories;152;Fiction;carson mccullers;Bantam Books
0140366016;Words Of Stone;152;Juvenile Fiction;kevin henkes;Puffin Books
0671010107;One Red Rose;152;Fiction;julie garwood;Pocket
0590629816;The Predator;152;"Children'S Stories";k. a. applegate;Scholastic
0553373854;"Buddha'S Little Instruction Book";151;Philosophy;jack kornfield;Bantam
1558514783;Introduction To Cgi/Perl;151;Computers;steven e. brenner;John Wiley  Sons Inc
1558514783;Introduction To Cgi/Perl;151;Computers;edwin aoki;John Wiley  Sons Inc
0395510104;The Fit Or Fat Woman;151;Cooking;lea bishop;Houghton Mifflin
0877851484;A Thoughtful Soul;151;Philosophy;george f. dole;Chrysalis Books
0590494309;The Warning;151;Juvenile Fiction;k. a. applegate;Scholastic
0973022205;Spacebloom;151;Computer Art;awk ro;Etculli Publishing
055356983X;"Anne Frank'S Tales From The Secret Annex";150;Amsterdam (Netherlands);anne frank;Bantam Books
0415222818;Thinking From A To Z;150;Philosophy;nigel warburton;Routledge
0842321969;Facing The Future;150;Juvenile Fiction;jerry b. jenkins;Tyndale House Publishers
0842321969;Facing The Future;150;Juvenile Fiction;tim f. lahaye;Tyndale House Publishers
0671010093;One White Rose;150;Fiction;julie garwood;Pocket
0671738690;The New Boy;150;Juvenile Fiction;r. l. stine;Simon Pulse
1566090210;Zap!;150;Computers;don sellers;Peachtree Press
0440904196;"Are You There God? It'S Me, Margaret";149;Juvenile Fiction;judy blume;Laure Leaf
0861711556;Opening The Eye Of New Awareness;149;Philosophy;dalai lama xiv bstan-ʼdzin-rgya-mtsho;Wisdom Publications
0861711556;Opening The Eye Of New Awareness;149;Philosophy;donald s. lopez;Wisdom Publications
0861711556;Opening The Eye Of New Awareness;149;Philosophy;jeffrey hopkins;Wisdom Publications
0440415632;The Cricket In Times Square;149;Animals;george selden;"Random House Children'S Books"
0872202976;Monologion And Proslogion;149;Philosophy;anselm;Hackett Publishing Company
0553562940;Uncharted Territory;149;Fiction;connie willis;Bantam Books
1559390735;Healing Anger;149;Philosophy;dalai lama xiv bstan-ʼdzin-rgya-mtsho;Snow Lion Publications
0671042440;Bridget;149;Fiction;linda lael miller;Pocket
0061311596;The Groundwork Of The Metaphysics Of Morals;148;Philosophy;h. j. paton;Perennial
0915144867;Second Treatise Of Government;148;Philosophy;john locke;Hackett Publishing Company
0915144867;Second Treatise Of Government;148;Philosophy;c. b. macpherson;Hackett Publishing Company
0743406885;The Case Of The Lost Song;148;Juvenile Fiction;carolyn keene;Aladdin
0136626289;Philosophy Of Religion;148;Philosophy;john hick;Prentice Hall
0140363912;Letters From Rifka;148;Juvenile Fiction;karen hesse;Hyperion Books For Children
0671785818;The Thrill Club;148;Juvenile Fiction;r. l. stine;Simon Pulse
0842321934;The Vanishings;148;Juvenile Fiction;jerry b. jenkins;Tyndale House Publishers
0842321934;The Vanishings;148;Juvenile Fiction;tim f. lahaye;Tyndale House Publishers
1582341338;Typhoid Mary;148;Medical;anthony bourdain;Bloomsbury Publishing (Ny)
0446671916;Who Will Run The Frog Hospital?;147;Fiction;lorrie moore;Warner Books
0440228166;In The Forests Of The Night;147;Juvenile Fiction;amelia atwater-rhodes;Laurel-Leaf Books
0380732181;"An Underachiever'S Diary";147;Fiction;benjamin anastas;Perennial
2070324079;Histoire Et Utopie;147;Philosophy;emile m. cioran;Gallimard
0671885634;The Second Horror;147;Juvenile Fiction;r. l. stine;Simon Pulse
0671738666;The Best Friend;147;Juvenile Fiction;r. l. stine;Simon Pulse
0440219515;Letters From The Inside;146;Juvenile Fiction;john marsden;Laure Leaf
1890318043;The Apocalypse Of Being;146;Philosophy;mario enrique sacchi;"St. Augustine'S Press"
0842321950;Through The Flames;146;Juvenile Fiction;jerry b. jenkins;Tyndale House Publishers
0842321950;Through The Flames;146;Juvenile Fiction;tim f. lahaye;Tyndale House Publishers
0590762583;The Extreme;146;Juvenile Fiction;k. a. applegate;Scholastic
193072229X;"Moveon'S 50 Ways To Love Your Country";145;Political Science;moveon.org;Inner Ocean Publishing
8497161637;Pequeño Tratado De La Acción;145;Philosophy;denise desjardins;Olaneta
0553272586;Farewell To Manzanar;145;Juvenile Nonfiction;jeanne wakatsuki houston;Bantam Books
0399149562;Short And Tall Tales;145;Fiction;lilian jackson braun;Putnam Publishing Group
0761122745;Non Campus Mentis;145;History;anders henriksson;Workman Publishing
0898703700;Seeking A Center;145;Philosophy;otto a. bird;Ignatius Press
0671026844;Rachel;145;Fiction;linda lael miller;Pocket
0064400565;Stuart Little 60Th Anniversary Edition;144;Juvenile Fiction;e. b. white;Harpertrophy
1893115941;User Interface Design For Programmers;144;Computers;joel spolsky;Apress
0440505828;"Why Can'T A Man Be More Like A Cat?";144;Humor;linda konner;Bantam Dell Pub Group
0590934899;Escape From Camp Run-For-Your-Life;144;Juvenile Fiction;r. l. stine;Scholastic
0804831998;Simple Tibetan Buddhism;144;Philosophy;annellen m. simpkins;Tuttle Publishing
0809117541;Hope For The Flowers;144;Religion;trina paulus;Paulist Press
0740723367;The Meaning Of Life;144;Body;bradley trevor greive;Andrews Mcmeel Publishing
0740723367;The Meaning Of Life;144;Spirit;bradley trevor greive;Andrews Mcmeel Publishing
0740723367;The Meaning Of Life;144;Mind;bradley trevor greive;Andrews Mcmeel Publishing
0064401480;Mrs. Piggle-Wiggle;144;Juvenile Fiction;betty macdonald;Harpertrophy
0060084456;Chasing Rumi;144;Fiction;roger housden;Harpersanfrancisco
0786866586;Shopgirl;144;Fiction;steve martin;Hyperion Press
0861713095;Where The World Does Not Follow;143;Philosophy;"mike o'connor";Wisdom Publications
0375414290;When The Emperor Was Divine;143;Fiction;julie otsuka;Knopf
0141304340;Lisa, Bright And Dark;143;Friendship;john neufeld;Puffin Books
0023162805;Good And Evil;143;Philosophy;martin buber;Prentice Hall
0440932599;Deenie;143;Juvenile Fiction;judy blume;Laure Leaf
1855384620;Understanding Numerology;142;Philosophy;d. jason cooper;Natl Book Network
0679427422;A Tidewater Morning;142;Fiction;william styron;Random House Inc
2707306959;"L'Amant";142;Autobiography;marguerite duras;Editions De Minuit
2707306959;"L'Amant";142;Biography;marguerite duras;Editions De Minuit
0395478049;Offshore;141;Fiction;penelope fitzgerald;Mariner Books
0764540041;The Weird Wide Web;140;Computers;erfert fenton;John Wiley  Sons Inc
0140041796;Switch Bitch;140;Fiction;roald dahl;Penguin Books
0201710919;Planning Extreme Programming;139;Computers;martin fowler;Addison-Wesley Professional
0486275426;"The Devil'S Dictionary";139;Fiction;ambrose bierce;Dover Publications
059045370X;"Let'S Get Invisible!";139;Juvenile Fiction;r. l. stine;Scholastic
1551802074;Writing For The Web;139;Computers;crawford kilian;Self-Counsel Press
0938077775;Worlds In Harmony;139;Philosophy;dalai lama xiv bstan-ʼdzin-rgya-mtsho;Parallax Press
1841721522;New Vegetarian;139;Cooking;celia brooks brown;Ryland Peters  Small Ltd
0834800799;"Zen Mind, Beginner'S Mind";138;Religion;shunryū suzuki;Weatherhill Inc.
0804461406;Discourse On Free Will;138;Philosophy;desiderius erasmus;Frederick Ungar
0440993717;The Wave : [A Novel];138;Juvenile Fiction;morton rhue;Laure Leaf
015644450X;In Love & Trouble;138;African American Fiction;jean thompson;Harvest Books
0590934775;"Please Don'T Feed The Vampire!";137;Juvenile Fiction;r. l. stine;Apple
0590466186;The Girl Who Cried Monster;137;Juvenile Fiction;r. l. stine;Scholastic
0590566466;Trapped In Bat Wing Hall;137;Juvenile Fiction;r. l. stine;Scholastic
0590847732;Scream Of The Evil Genie;137;Juvenile Fiction;r. l. stine;Scholastic
0195112091;A Passion For Wisdom;137;Philosophy;kathleen m. higgins;Oxford University Press
0446524565;Swell;137;Social Science;ilene rosenzweig;Warner Books
0590847678;Diary Of A Mad Mummy;136;Juvenile Fiction;r. l. stine;Scholastic
0590455753;"Logan'S Story";136;Juvenile Fiction;ann m. martin;Scholastic
0590847740;The Creepy Creations Of Professor Shock;135;Juvenile Fiction;r. l. stine;Apple (Scholastic)
0590673203;Beware Of The Purple Peanut Butter;135;Juvenile Fiction;r. l. stine;Scholastic
0590566458;"Tick Tock, You'Re Dead!";135;Juvenile Fiction;r. l. stine;Scholastic
0440479002;The Sign Of The Beaver;135;Juvenile Nonfiction;elizabeth george speare;Yearling Books
0971181802;E-Wally And The Quest;135;Fiction;judy shasek;Inventeam Llc
0971181802;E-Wally And The Quest;135;Fiction;wendy anderson schulz;Inventeam Llc
0679725768;The Mezzanine;135;Fiction;nicholson baker;Vintage Books Usa
0877735131;Mastering The Art Of War;134;Philosophy;liang zhuge;Shambhala
044990668X;Cat-Dependent No More;134;Pets;jeff reid;Ballantine Books
1568360428;"The Delany Sisters' Book Of Everyday Wisdom";133;Self-Help;sarah louise delany;Kodansha America
1568360428;"The Delany Sisters' Book Of Everyday Wisdom";133;Self-Help;annie elizabeth delany;Kodansha America
0596005466;Samba Pocket Reference 2Nd Edition;133;Computers;david collier-brown;"O'Reilly"
059056885X;"Attack Of The Jack-O'-Lanterns";133;Juvenile Fiction;r. l. stine;Scholastic
059067319X;Night In Werewolf Woods;133;Juvenile Fiction;r. l. stine;Scholastic
0679721827;The Fifth Child;133;Fiction;doris lessing;Vintage Books Usa
0440228352;Whirligig;133;Juvenile Fiction;paul fleischman;Laurel-Leaf Books
0872200167;Gorgias;133;Philosophy;plato;Hackett Pub Co Inc
0872200167;Gorgias;133;Philosophy;donald j. zeyl;Hackett Pub Co Inc
0590453696;"The Curse Of The Mummy'S Tomb";132;Juvenile Fiction;r. l. stine;Scholastic
0374272387;The Talmud And The Internet;132;Computers;jonathan rosen;Farrar Straus Giroux
0970804903;A Short Course In Kindness;132;Philosophy;margot silk forrest;L. M. Press
0970804903;A Short Course In Kindness;132;Philosophy;catherine ryan hyde;L. M. Press
0806509163;Thoughts And Meditations;132;Philosophy;kahlil gibran;Citadel Press
0590453688;Say Cheese And Die!;132;Juvenile Fiction;r. l. stine;Scholastic
0740721909;"God'S Debris";132;Religion;scott adams;Andrews Mcmeel Publishing
0375701214;The Diving Bell And The Butterfly;131;Autobiography;jean-dominique bauby;Vintage
0375701214;The Diving Bell And The Butterfly;131;Biography;jean-dominique bauby;Vintage
0440402913;Anastasia On Her Own;131;Juvenile Fiction;lois lowry;Yearling Books
0811811409;"The Venetian'S Wife";131;Fiction;nick bantock;Chronicle Books
0689710887;Greenwitch;131;Juvenile Fiction;susan cooper;Simon Pulse
0679732411;Gift From The Sea;130;Life;anne morrow lindbergh;Pantheon Books
0590483447;The Barking Ghost;130;Dogs;r. l. stine;Apple
2253057819;Sur Les Cimes Du Désespoir;129;Philosophy;emile m. cioran;Lgf
0674503589;The Kindness Of Children;129;Philosophy;vivian gussin paley;Harvard University Press
059048351X;A Night In Terror Tower;129;Juvenile Fiction;r. l. stine;Scholastic
0312289510;The Christmas Shoes;129;Fiction;donna vanliere;"St. Martin'S Press"
0894803123;"Ben & Jerry'S Homemade Ice Cream & Dessert Book";128;Cooking;jerry greenfield;Workman Publishing
0894803123;"Ben & Jerry'S Homemade Ice Cream & Dessert Book";128;Cooking;nancy stevens;Workman Publishing
0590514776;Meet The Stars Of Buffy The Vampire Slayer;128;Performing Arts;stefanie scott;Scholastic
0732257093;How To Turn Your Ex-Boyfriend Into A Toad;128;Self-Help;athena starwoman;Harpersanfrancisco
0732257093;How To Turn Your Ex-Boyfriend Into A Toad;128;Self-Help;deborah l. gray;Harpersanfrancisco
0764585304;Cliffsnotes Creating Web Pages With Html;128;Computers;rhonda crowder;Cliffs Notes
0836217799;Bring Me The Head Of Willy The Mailboy;128;Humor;scott adams;Andrews Mcmeel Publishing
0836251822;"I'M Not Anti-Business, I'M Anti-Idiot";128;Humor;scott adams;Andrews Mcmeel Publishing
0553157248;Encyclopedia Brown, Boy Detective;128;Juvenile Fiction;donald j. sobol;Skylark
0836210263;Still Pumped From Using The Mouse;128;Humor;scott adams;Andrews Mcmeel Publishing
0517207346;How To Live With A Neurotic Cat;128;Humor;stephen baker;Gramercy
1565301358;301 Random Acts Of Kindness;128;Philosophy;mary k. colf;Summit Publishing Group
0836228995;Casual Day Has Gone Too Far;128;Humor;scott adams;Andrews Mcmeel Publishing
0743422287;"Amy'S Answering Machine";128;Humor;amy borkowsky;Atria
0345318056;Garfield Loses His Feet;128;Humor;jim davis;Ballantine Books
038071972X;Return To Howliday Inn;128;Animals;james howe;Harpertrophy
1900512807;The Pocket Philosopher;128;Philosophy;simon may;Blake Publishing Ltd
0345319281;Garfield Makes It Big;128;Humor;jim davis;Ballantine Books
0684801221;Old Man And The Sea;128;Fiction;ernest hemingway;Scribner
0836220889;Calvin And Hobbes;128;Humor;bill watterson;Andrews Mcmeel Publishing
0671798324;The Dragonslayers;128;Juvenile Fiction;bruce coville;Aladdin
0062513222;The Art Of Living;128;Philosophy;epictetus;Harpersanfrancisco
0062513222;The Art Of Living;128;Philosophy;sharon lebell;Harpersanfrancisco
0671010085;One Pink Rose;128;Fiction;julie garwood;Pocket
059045367X;Monster Blood;128;Juvenile Fiction;r. l. stine;Scholastic
0486284840;The Analects;128;Philosophy;confucius;Dover Publications
078688505X;Pure Drivel;128;Humor;steve martin;Hyperion
0836218833;Attack Of The Deranged Mutant Killer Monster Snow Goons;127;Graphic Novels;bill watterson;Andrews Mcmeel Publishing
0836218833;Attack Of The Deranged Mutant Killer Monster Snow Goons;127;Comics;bill watterson;Andrews Mcmeel Publishing
0836218256;Something Under The Bed Is Drooling;127;Humor;bill watterson;Andrews Mcmeel Publishing
0590568752;The Abominable Snowman Of Pasadena;127;Juvenile Fiction;r. l. stine;Scholastic
0836218787;Scientific Progress Goes Boink;127;Graphic Novels;bill watterson;Andrews Mcmeel Publishing
0836218787;Scientific Progress Goes Boink;127;Comics;bill watterson;Andrews Mcmeel Publishing
0836218620;Weirdos From Another Planet!;127;Humor;bill watterson;Andrews Mcmeel Publishing
0836218663;The Revenge Of The Baby-Sat;127;Humor;bill watterson;Andrews Mcmeel Publishing
0345353889;Garfield Rounds Out;127;Humor;jim davis;Ballantine Books
0439401860;The Story Of A Seagull And The Cat Who Taught Her To Fly;126;Juvenile Fiction;margaret sayers peden;Arthur A. Levine Books
0439401860;The Story Of A Seagull And The Cat Who Taught Her To Fly;126;Juvenile Fiction;chris sheban;Arthur A. Levine Books
0590483471;Goosebumps, Monster Blood Iii;126;Horror Tales;r. l. stine;Apple
0590483544;Phantom Of The Auditorium;126;Juvenile Fiction;r. l. stine;Apple
0140374248;James And The Giant Peach;126;Juvenile Fiction;roald dahl;Penguin Usa (Paper)
0836218353;Yukon Ho!;126;Humor;bill watterson;Andrews Mcmeel Publishing
0836218523;The Calvin And Hobbes Lazy Sunday Book;125;Humor;bill watterson;Andrews Mcmeel Publishing
0439376068;The Adventures Of Super Diaper Baby;125;Juvenile Fiction;george beard;Scholastic
0865473994;The Zen Teaching Of Bodhidharma;125;Philosophy;bodhidharma;North Point Press
0865473994;The Zen Teaching Of Bodhidharma;125;Philosophy;red pine;North Point Press
1840463503;Introducing Learning And Memory;125;Philosophy;ziauddin sardar;Totem Books
1840463503;Introducing Learning And Memory;125;Philosophy;richard appignanesi;Totem Books
0590568779;Night Of The Living Dummy Iii;125;Juvenile Fiction;r. l. stine;Scholastic
0590568892;How I Learned To Fly;125;Juvenile Fiction;r. l. stine;Apple
0688089291;Papa, My Father;125;American;leo f. buscaglia;Harpercollins
0688089291;Papa, My Father;125;Authors;leo f. buscaglia;Harpercollins
1570623953;Lao Tzu;125;Philosophy;lao-tzu;Shambhala
1570623953;Lao Tzu;125;Philosophy;ursula k. le guin;Shambhala
1571740767;Before You Think Another Thought;124;Philosophy;bruce i. doyle;Hampton Roads Publishing Company
0590494481;Piano Lessons Can Be Murder;124;Juvenile Fiction;r. l. stine;Scholastic
1562763636;Instant Html Web Pages;124;Computers;wayne ause;Macmillan Computer Pub
0590568736;The Haunted Mask Ii;124;Juvenile Fiction;r. l. stine;Scholastic
0590494457;The Ghost Next Door;124;Juvenile Fiction;r. l. stine;Scholastic
0440979757;Sing Down The Moon;124;Juvenile Fiction;"scott o'dell";Laure Leaf
0394712447;The Method Of Zen;124;Philosophy;eugen herrigel;Vintage
0425180638;The Last Precinct;124;Fiction;patricia daniels cornwell;Berkley Publishing Group
3596213819;Tonio Kröger;124;Duitse Fiksie;thomas mann;Fischer Taschenbuch Verlag
8420639834;Ensayo Y Carta Sobre La Tolerancia;123;Philosophy;john locke;Alianza
0919123023;On Divination And Synchronicity;123;Philosophy;marie-luise von franz;Inner City Books
059049449X;The Werewolf Of Fever Swamp;123;Juvenile Fiction;r. l. stine;Scholastic
0590568841;Legend Of The Lost Legend;123;Juvenile Fiction;r. l. stine;Scholastic
0876120419;Metaphysical Meditations;123;Philosophy;paramahansa yogananda;Self-Realization Fellowship Publishers
0590477382;One Day At Horrorland;123;Juvenile Fiction;r. l. stine;Scholastic
2253139459;Le Sabotage Amoureux;123;Fiction;amélie nothomb;Lgf
0316779989;Holidays On Ice;123;Fiction;david sedaris;Little, Brown
0006543545;The Bookshop;123;Booksellers And Bookselling;penelope fitzgerald;Flamingo
2253064092;Le Prophète;123;Philosophy;khalil gibran;Lgf
0590477420;The Scarecrow Walks At Midnight;122;Juvenile Fiction;r. l. stine;Scholastic
1862040761;The Elements Of Natural Magic;122;Philosophy;marian green;Element Books Ltd.
0590453661;Stay Out Of The Basement;122;Botanists;r. l. stine;Scholastic
0553247786;The Miracle Worker;122;Performing Arts;william gibson;Bantam Books
0451457595;"The River'S Gift";122;Fiction;mercedes lackey;Roc
0440975344;Rumble Fish;122;Juvenile Fiction;s. e. hinton;Laure Leaf
0486432521;Discourse On Method And Meditations;121;Philosophy;rene descartes;Dover Publications
0486432521;Discourse On Method And Meditations;121;Philosophy;elizabeth sanderson haldane;Dover Publications
0486432521;Discourse On Method And Meditations;121;Philosophy;g. r. t. ross;Dover Publications
0590494473;Be Careful What You Wish For...;121;Juvenile Fiction;r. l. stine;Scholastic
0486268756;The Gold-Bug And Other Tales;121;Fiction;edgar allan poe;Dover Publications
0671529439;The Attack Of The Aqua Apes;121;Juvenile Fiction;r. l. stine;Aladdin
0590494465;The Haunted Mask;121;Juvenile Fiction;r. l. stine;Scholastic
0590477404;Monster Blood Ii;121;Juvenile Fiction;r. l. stine;Scholastic
2070364283;La Perle;121;Fiction;john steinbeck;Gallimard
1573920339;The Wisdom Of Life And Counsels And Maxims;120;Philosophy;arthur schopenhauer;Prometheus Books
1573920339;The Wisdom Of Life And Counsels And Maxims;120;Philosophy;thomas bailey saunders;Prometheus Books
0521558182;Descartes: Meditations On First Philosophy;120;Philosophy;rené descartes;Cambridge University Press
0590483498;Night Of The Living Dummy Ii;120;Juvenile Fiction;r. l. stine;Scholastic
0449704378;The Light In The Forest;120;Delaware Indians;conrad richter;Fawcett Books
0863161723;Heidegger For Beginners;120;Philosophy;eric lemay;Writers  Readers Publishing
0863161723;Heidegger For Beginners;120;Philosophy;jennifer a. pitts;Writers  Readers Publishing
2253155039;"Cosmétique De L'Ennemi";120;Fiction;amélie nothomb;Lgf
0060191058;"The Bachelor'S Cat";120;Fiction;lynn f. hoffman;Harpercollins Publishers
0486272842;Great Love Poems;120;Poetry;shane weller;Dover Publications
0399149457;Anyway;120;Religion;kent m. keith;Putnam Pub Group
0135197295;Fortran 90 For Engineers And Scientists;119;Computers;sanford leestma;Prentice Hall
0917849221;How To Use The Science Of Mind;119;Philosophy;ernest holmes;Science Of Mind Publishing
0809015455;The Transcendence Of The Ego;119;Philosophy;jean-paul sartre;Hill  Wang
0590483463;Revenge Of The Lawn Gnomes;119;Juvenile Fiction;r. l. stine;Scholastic
0590568760;How I Got My Shrunken Head;119;Juvenile Fiction;r. l. stine;Scholastic
0824802713;Advaita Vedanta;119;Philosophy;eliot deutsch;University Of Hawaii Press
0374521344;Camera Lucida;119;Philosophy;roland barthes;Hill And Wang
0933429045;Konx Om Pax;119;Philosophy;aleister crowley;Teitan Press
0590477447;Ghost Beach;119;Juvenile Fiction;r. l. stine;Scholastic
0440467012;Otherwise Known As Sheila The Great;118;Juvenile Fiction;judy blume;Yearling
0439149770;Every Cloud Has A Silver Lining;118;Juvenile Fiction;anne mazer;Scholastic
0590568809;The Beast From The East;118;Juvenile Fiction;r. l. stine;Scholastic
0590477455;Return Of The Mummy;118;Juvenile Fiction;r. l. stine;Scholastic
0590568914;"Don'T Go To Sleep";118;Juvenile Fiction;r. l. stine;Apple (Scholastic)
0842343253;Nicolae High;118;Juvenile Fiction;jerry b. jenkins;Tyndale House Publishers
0842343253;Nicolae High;118;Juvenile Fiction;tim f. lahaye;Tyndale House Publishers
0786881275;The Postman;118;Fiction;antonio skármeta;Hyperion Books
0679767223;My Dog Skip;118;Autobiography;willie morris;Vintage Books Usa
0679767223;My Dog Skip;118;Biography;willie morris;Vintage Books Usa
0590568825;Ghost Camp;118;Juvenile Fiction;r. l. stine;Scholastic
0965866823;300 Incredible Things For Sports Fans On The Internet;117;Computers;ken leebow;300Incredible.Com
0590483404;A Shocker On Shock Street;117;Juvenile Fiction;r. l. stine;Scholastic
0590477390;"Why I'M Afraid Of Bees";117;Juvenile Fiction;r. l. stine;Scholastic
0590483552;Attack Of The Mutant;117;Juvenile Fiction;r. l. stine;Scholastic
0440440629;"Iggie'S House";117;Juvenile Fiction;judy blume;Yearling
0590568787;Bad Hare Day;117;Juvenile Fiction;r. l. stine;Scholastic
0965866874;300 Incredible Things For Health, Fitness & Diet On The Internet;116;Computers;ken leebow;Vip Publishing
0965866831;300 Incredible Things For Golfers On The Internet;116;Computers;ken leebow;300Incredible.Com
0316150460;Cats And Their Women;116;Pets;barbara cohen;Little, Brown
0316150460;Cats And Their Women;116;Pets;louise taylor;Little, Brown
0590568876;Calling All Creeps;116;Juvenile Fiction;r. l. stine;Scholastic
0486282708;Pragmatism;116;Philosophy;william james;Dover Publications
0965866866;300 Incredible Things For Travelers On The Internet;115;Computer Network Resources;ken leebow;300Incredible.Com
0965866807;300 Incredible Things To Do On The Internet;115;Computers;ken leebow;300Incredible.Com
0201615630;"Mr. Bunny'S Big Cup O' Java";115;Computers;carlton egremont;Addison-Wesley Professional
0590568817;Say Cheese And Die, Again!;115;Juvenile Fiction;r. l. stine;Scholastic
0590568795;Egg Monsters From Mars;115;Juvenile Fiction;r. l. stine;Scholastic
1565923618;Oracle8 Design Tips;115;Computers;ian stevenson;"O'Reilly"
0439061644;The First Journey;115;Juvenile Fiction;k. a. applegate;Apple Signature (Scholastic)
0553269151;Inherit The Wind;115;American Drama;jerome lawrence;Bantam
0064404188;Scary Stories 3;115;Juvenile Fiction;alvin schwartz;Harpertrophy
0938077007;Being Peace;115;Religion;nhất hạnh (thích.);Parallax Press
0590568922;The Blob That Ate Everyone;114;Juvenile Fiction;r. l. stine;Apple (Scholastic)
0590568884;Beware, The Snowman;113;Juvenile Fiction;r. l. stine;Scholastic
0590568744;The Headless Ghost;113;Juvenile Fiction;r. l. stine;Scholastic
0525935835;"A Cat'S Little Instruction Book";112;Humor;leigh w. rutledge;Dutton Books
0836217179;The Chickens Are Restless;112;Humor;gary larson;Andrews Mcmeel Publishing
0064405079;Nasty, Stinky Sneakers;112;Juvenile Fiction;eve bunting;Harpertrophy
0590442988;"Karen'S Little Sister";112;"Children'S Stories";ann m. martin;Scholastic
0836217632;The Curse Of Madame C;112;Humor;gary larson;Andrews Mcmeel Publishing
0836218817;Unnatural Selections;112;Humor;gary larson;Andrews Mcmeel Publishing
